Sofiya Aleksandrovna Velikaya --> ID: 125779 || Sex: F || Age: 23 || Height: 175 || Weight: 70 || Team: Russia || NOC: RUS || Games: 2008 Summer || Year: 2008 || Season: Summer || City: Beijing || Sport: Fencing || Event: Fencing Women's Sabre Individual || Medal: NA || 
Roger Messau Kangni --> ID: 57238 || Sex: M || Age: NA || Height: 175 || Weight: 70 || Team: Togo || NOC: TOG || Games: 1972 Summer || Year: 1972 || Season: Summer || City: Munich || Sport: Athletics || Event: Athletics Men's 800 metres || Medal: NA || 

Chinglensana Kangujam --> ID: 57239 || Sex: M || Age: 24 || Height: 169 || Weight: 72 || Team: India || NOC: IND || Games: 2016 Summer || Year: 2016 || Season: Summer || City: Rio de Janeiro || Sport: Hockey || Event: Hockey Men's Hockey || Medal: NA || 

Alois Kakovsk --> ID: 57256 || Sex: M || Age: 25 || Height: 193 || Weight: 83 || Team: Czech Republic || NOC: CZE || Games: 2008 Summer || Year: 2008 || Season: Summer || City: Beijing || Sport: Cycling || Event: Cycling Men's Madison || Medal: NA || 

Alois Kakovsk --> ID: 57256 || Sex: M || Age: 21 || Height: 193 || Weight: 83 || Team: Czech Republic || NOC: CZE || Games: 2004 Summer || Year: 2004 || Season: Summer || City: Athina || Sport: Cycling || Event: Cycling Men's 1000 metres Time Trial || Medal: NA || 

Alois Kakovsk --> ID: 57256 || Sex: M || Age: 21 || Height: 193 || Weight: 83 || Team: Czech Republic || NOC: CZE || Games: 2004 Summer || Year: 2004 || Season: Summer || City: Athina || Sport: Cycling || Event: Cycling Men's Sprint || Medal: NA || 

Paula Kann (-Valar) --> ID: 57257 || Sex: F || Age: 25 || Height: 165 || Weight: 63 || Team: United States || NOC: USA || Games: 1948 Winter || Year: 1948 || Season: Winter || City: Sankt Moritz || Sport: Alpine Skiing || Event: Alpine Skiing Women's Downhill || Medal: NA || 

Paula Kann (-Valar) --> ID: 57257 || Sex: F || Age: 25 || Height: 165 || Weight: 63 || Team: United States || NOC: USA || Games: 1948 Winter || Year: 1948 || Season: Winter || City: Sankt Moritz || Sport: Alpine Skiing || Event: Alpine Skiing Women's Slalom || Medal: NA || 

Dharmalingam Kannan --> ID: 57258 || Sex: M || Age: 24 || Height: 163 || Weight: 54 || Team: India || NOC: IND || Games: 1960 Summer || Year: 1960 || Season: Summer || City: Roma || Sport: Football || Event: Football Men's Football || Medal: NA || 

Mahendran Kannan --> ID: 57259 || Sex: M || Age: 20 || Height: 155 || Weight: 52 || Team: India || NOC: IND || Games: 1984 Summer || Year: 1984 || Season: Summer || City: Los Angeles || Sport: Weightlifting || Event: Weightlifting Men's Flyweight || Medal: NA || 

Muhammad Kannayan --> ID: 57260 || Sex: M || Age: NA || Height: NA || Weight: NA || Team: India || NOC: IND || Games: 1956 Summer || Year: 1956 || Season: Summer || City: Melbourne || Sport: Football || Event: Football Men's Football || Medal: NA || 

David Charles Kannemeyer --> ID: 57261 || Sex: M || Age: 23 || Height: 170 || Weight: 70 || Team: South Africa || NOC: RSA || Games: 2000 Summer || Year: 2000 || Season: Summer || City: Sydney || Sport: Football || Event: Football Men's Football || Medal: NA || 

Tiaan Kannemeyer --> ID: 57262 || Sex: M || Age: 25 || Height: 182 || Weight: 67 || Team: South Africa || NOC: RSA || Games: 2004 Summer || Year: 2004 || Season: Summer || City: Athina || Sport: Cycling || Event: Cycling Men's Road Race Individual || Medal: NA || 

Bernd Gerhard Kannenberg --> ID: 57263 || Sex: M || Age: 33 || Height: 176 || Weight: 75 || Team: West Germany || NOC: FRG || Games: 1976 Summer || Year: 1976 || Season: Summer || City: Montreal || Sport: Athletics || Event: Athletics Men's 20 kilometres Walk || Medal: NA || 

Bernd Gerhard Kannenberg --> ID: 57263 || Sex: M || Age: 30 || Height: 176 || Weight: 75 || Team: West Germany || NOC: FRG || Games: 1972 Summer || Year: 1972 || Season: Summer || City: Munich || Sport: Athletics || Event: Athletics Men's 20 kilometres Walk || Medal: NA || 

Bernd Gerhard Kannenberg --> ID: 57263 || Sex: M || Age: 30 || Height: 176 || Weight: 75 || Team: West Germany || NOC: FRG || Games: 1972 Summer || Year: 1972 || Season: Summer || City: Munich || Sport: Athletics || Event: Athletics Men's 50 kilometres Walk || Medal: Gold || 

Sun Zhifeng --> ID: 116516 || Sex: F || Age: 18 || Height: 158 || Weight: 58 || Team: China || NOC: CHN || Games: 2010 Winter || Year: 2010 || Season: Winter || City: Vancouver || Sport: Snowboarding || Event: Snowboarding Women's Halfpipe || Medal: NA || 

Sun Zhifeng --> ID: 116516 || Sex: F || Age: 14 || Height: 158 || Weight: 58 || Team: China || NOC: CHN || Games: 2006 Winter || Year: 2006 || Season: Winter || City: Torino || Sport: Snowboarding || Event: Snowboarding Women's Halfpipe || Medal: NA || 

Sun Zhifeng --> ID: 116516 || Sex: F || Age: 22 || Height: 158 || Weight: 58 || Team: China || NOC: CHN || Games: 2014 Winter || Year: 2014 || Season: Winter || City: Sochi || Sport: Snowboarding || Event: Snowboarding Women's Halfpipe || Medal: NA || 

Clifton S. Sunada --> ID: 116517 || Sex: M || Age: 25 || Height: NA || Weight: 60 || Team: United States || NOC: USA || Games: 1996 Summer || Year: 1996 || Season: Summer || City: Atlanta || Sport: Judo || Event: Judo Men's Extra-Lightweight || Medal: NA || 

Sadahiro Sunaga --> ID: 116518 || Sex: M || Age: NA || Height: NA || Weight: NA || Team: Japan || NOC: JPN || Games: 1956 Summer || Year: 1956 || Season: Summer || City: Melbourne || Sport: Rowing || Event: Rowing Men's Coxed Eights || Medal: NA || 

Yuki Sunaga --> ID: 116519 || Sex: F || Age: 31 || Height: 171 || Weight: 62 || Team: Japan || NOC: JPN || Games: 2012 Summer || Year: 2012 || Season: Summer || City: London || Sport: Sailing || Event: Sailing Women's Windsurfer || Medal: NA || 

Francisco Sunara --> ID: 116520 || Sex: M || Age: 30 || Height: NA || Weight: NA || Team: Uruguay || NOC: URU || Games: 1936 Summer || Year: 1936 || Season: Summer || City: Berlin || Sport: Rowing || Event: Rowing Men's Coxed Fours || Medal: NA || 

Ivan Sunara --> ID: 116521 || Sex: M || Age: 25 || Height: 203 || Weight: 95 || Team: Yugoslavia || NOC: YUG || Games: 1984 Summer || Year: 1984 || Season: Summer || City: Los Angeles || Sport: Basketball || Event: Basketball Men's Basketball || Medal: Bronze || 

Rade Sunara --> ID: 116522 || Sex: M || Age: 22 || Height: NA || Weight: NA || Team: Yugoslavia || NOC: YUG || Games: 1936 Summer || Year: 1936 || Season: Summer || City: Berlin || Sport: Rowing || Event: Rowing Men's Coxed Eights || Medal: NA || 

Rade Sunara --> ID: 116522 || Sex: M || Age: 22 || Height: NA || Weight: NA || Team: Yugoslavia || NOC: YUG || Games: 1936 Summer || Year: 1936 || Season: Summer || City: Berlin || Sport: Rowing || Event: Rowing Men's Coxed Fours || Medal: NA || 

Sunarto --> ID: 116523 || Sex: M || Age: 29 || Height: 157 || Weight: 62 || Team: Indonesia || NOC: INA || Games: 2004 Summer || Year: 2004 || Season: Summer || City: Athina || Sport: Weightlifting || Event: Weightlifting Men's Featherweight || Medal: NA || 

Carl-Johan Sund --> ID: 116524 || Sex: M || Age: 42 || Height: NA || Weight: NA || Team: Sweden || NOC: SWE || Games: 1912 Summer || Year: 1912 || Season: Summer || City: Stockholm || Sport: Shooting || Event: Shooting Men's Military Rifle Any Position 600 metres || Medal: NA || 

Heidi Sundal --> ID: 116525 || Sex: F || Age: 29 || Height: 181 || Weight: 75 || Team: Norway || NOC: NOR || Games: 1992 Summer || Year: 1992 || Season: Summer || City: Barcelona || Sport: Handball || Event: Handball Women's Handball || Medal: Silver || 

Heidi Sundal --> ID: 116525 || Sex: F || Age: 25 || Height: 181 || Weight: 75 || Team: Norway || NOC: NOR || Games: 1988 Summer || Year: 1988 || Season: Summer || City: Seoul || Sport: Handball || Event: Handball Women's Handball || Medal: Silver || 

Sigrid Milfrid Sundby-Dybedahl --> ID: 116542 || Sex: F || Age: 25 || Height: 172 || Weight: 74 || Team: Norway || NOC: NOR || Games: 1968 Winter || Year: 1968 || Season: Winter || City: Grenoble || Sport: Speed Skating || Event: Speed Skating Women's 3000 metres || Medal: NA || 

Sigrid Milfrid Sundby-Dybedahl --> ID: 116542 || Sex: F || Age: 29 || Height: 172 || Weight: 74 || Team: Norway || NOC: NOR || Games: 1972 Winter || Year: 1972 || Season: Winter || City: Sapporo || Sport: Speed Skating || Event: Speed Skating Women's 1000 metres || Medal: NA || 

Sigrid Milfrid Sundby-Dybedahl --> ID: 116542 || Sex: F || Age: 29 || Height: 172 || Weight: 74 || Team: Norway || NOC: NOR || Games: 1972 Winter || Year: 1972 || Season: Winter || City: Sapporo || Sport: Speed Skating || Event: Speed Skating Women's 1500 metres || Medal: NA || 

Sigrid Milfrid Sundby-Dybedahl --> ID: 116542 || Sex: F || Age: 29 || Height: 172 || Weight: 74 || Team: Norway || NOC: NOR || Games: 1972 Winter || Year: 1972 || Season: Winter || City: Sapporo || Sport: Speed Skating || Event: Speed Skating Women's 3000 metres || Medal: NA || 

Sigrid Milfrid Sundby-Dybedahl --> ID: 116542 || Sex: F || Age: 25 || Height: 172 || Weight: 74 || Team: Norway || NOC: NOR || Games: 1968 Winter || Year: 1968 || Season: Winter || City: Grenoble || Sport: Speed Skating || Event: Speed Skating Women's 500 metres || Medal: NA || 

Sigrid Milfrid Sundby-Dybedahl --> ID: 116542 || Sex: F || Age: 29 || Height: 172 || Weight: 74 || Team: Norway || NOC: NOR || Games: 1972 Winter || Year: 1972 || Season: Winter || City: Sapporo || Sport: Speed Skating || Event: Speed Skating Women's 500 metres || Medal: NA || 

Sigrid Milfrid Sundby-Dybedahl --> ID: 116542 || Sex: F || Age: 25 || Height: 172 || Weight: 74 || Team: Norway || NOC: NOR || Games: 1968 Winter || Year: 1968 || Season: Winter || City: Grenoble || Sport: Speed Skating || Event: Speed Skating Women's 1000 metres || Medal: NA || 

Sigrid Milfrid Sundby-Dybedahl --> ID: 116542 || Sex: F || Age: 33 || Height: 172 || Weight: 74 || Team: Norway || NOC: NOR || Games: 1976 Winter || Year: 1976 || Season: Winter || City: Innsbruck || Sport: Speed Skating || Event: Speed Skating Women's 500 metres || Medal: NA || 

Sigrid Milfrid Sundby-Dybedahl --> ID: 116542 || Sex: F || Age: 33 || Height: 172 || Weight: 74 || Team: Norway || NOC: NOR || Games: 1976 Winter || Year: 1976 || Season: Winter || City: Innsbruck || Sport: Speed Skating || Event: Speed Skating Women's 1000 metres || Medal: NA || 

Sigrid Milfrid Sundby-Dybedahl --> ID: 116542 || Sex: F || Age: 25 || Height: 172 || Weight: 74 || Team: Norway || NOC: NOR || Games: 1968 Winter || Year: 1968 || Season: Winter || City: Grenoble || Sport: Speed Skating || Event: Speed Skating Women's 1500 metres || Medal: NA || 

Sigrid Milfrid Sundby-Dybedahl --> ID: 116542 || Sex: F || Age: 33 || Height: 172 || Weight: 74 || Team: Norway || NOC: NOR || Games: 1976 Winter || Year: 1976 || Season: Winter || City: Innsbruck || Sport: Speed Skating || Event: Speed Skating Women's 1500 metres || Medal: NA || 

Arthur Trygve Sundbye --> ID: 116543 || Sex: M || Age: 24 || Height: NA || Weight: NA || Team: United States || NOC: USA || Games: 1904 Summer || Year: 1904 || Season: Summer || City: St. Louis || Sport: Gymnastics || Event: Gymnastics Men's Individual All-Around Apparatus Work || Medal: NA || 

Arthur Trygve Sundbye --> ID: 116543 || Sex: M || Age: 24 || Height: NA || Weight: NA || Team: United States || NOC: USA || Games: 1904 Summer || Year: 1904 || Season: Summer || City: St. Louis || Sport: Gymnastics || Event: Gymnastics Men's Individual All-Around Field Sports || Medal: NA || 

Arthur Trygve Sundbye --> ID: 116543 || Sex: M || Age: 24 || Height: NA || Weight: NA || Team: United States || NOC: USA || Games: 1904 Summer || Year: 1904 || Season: Summer || City: St. Louis || Sport: Gymnastics || Event: Gymnastics Men's Individual All-Around || Medal: NA || 

Arne Toralf Sunde --> ID: 116544 || Sex: M || Age: 28 || Height: NA || Weight: NA || Team: Norway || NOC: NOR || Games: 1912 Summer || Year: 1912 || Season: Summer || City: Stockholm || Sport: Shooting || Event: Shooting Men's Military Rifle Three Positions 300 metres || Medal: NA || 

Arne Toralf Sunde --> ID: 116544 || Sex: M || Age: 28 || Height: NA || Weight: NA || Team: Norway || NOC: NOR || Games: 1912 Summer || Year: 1912 || Season: Summer || City: Stockholm || Sport: Shooting || Event: Shooting Men's Small-Bore Rifle Any Position 50 metres || Medal: NA || 

Arne Toralf Sunde --> ID: 116544 || Sex: M || Age: 28 || Height: NA || Weight: NA || Team: Norway || NOC: NOR || Games: 1912 Summer || Year: 1912 || Season: Summer || City: Stockholm || Sport: Shooting || Event: Shooting Men's Military Rifle Any Position 600 metres || Medal: NA || 

Arne Toralf Sunde --> ID: 116544 || Sex: M || Age: 28 || Height: NA || Weight: NA || Team: Norway || NOC: NOR || Games: 1912 Summer || Year: 1912 || Season: Summer || City: Stockholm || Sport: Shooting || Event: Shooting Men's Military Rifle 200 400 500 and 600 metres Team || Medal: NA || 

Arne Toralf Sunde --> ID: 116544 || Sex: M || Age: 28 || Height: NA || Weight: NA || Team: Norway || NOC: NOR || Games: 1912 Summer || Year: 1912 || Season: Summer || City: Stockholm || Sport: Shooting || Event: Shooting Men's Free Rifle Three Positions 300 metres || Medal: NA || 

